Data_Status,State,MSN,variable,value,Description,Unit,Code12,Energy Type,Code34,Sector
2017F,WA,TPOPP,2012,6893.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,2012,274344.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,2012,6.32,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,2012,5720.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,2012,69399.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,2012,10.53,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,2012,1857.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,2012,38432.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,2012,14.34,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,2012,576.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,2013,54750.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,2013,11.29,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,2013,737.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,2013,188165.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,2013,10.28,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,2013,4830.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,2013,111779.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,2013,9.88,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,2013,2960.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,2013,270149.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,2013,5.23,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,2013,6635.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,2013,2220868.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,2013,3.44,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,2013,38281.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,2013,282534.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,2013,5.2,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,2013,5270.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,2013,241081.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,2013,3.13,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,2013,3595.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,2013,112678.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,2013,1.55,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,2013,650.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,2013,59157.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,2013,4.64,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,2013,924.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,2013,784090.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,2013,5.18,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,2013,19563.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,2013,450772.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,2013,6.19,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,2013,9973.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,2013,74278.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,2013,3.75,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,2013,1408.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,2013,156637.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,2013,9.71,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,2013,3093.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,2013,59831.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,2013,8.82,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,2013,1612.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,2013,724616.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,2013,5.49,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,2013,12898.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,2013,303920.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,2013,9.53,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,2013,6568.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,2013,140506.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,2013,7.85,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,2013,2894.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,2013,179390.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,2013,10.17,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,2013,4405.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,2013,226616.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,2013,17.9,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,2013,4625.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,2013,444866.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,2013,3.21,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,2013,6714.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,2013,334939.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,2013,4.16,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,2013,5924.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,2013,52505.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,2013,7.92,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,2013,1328.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,2013,424320.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,2013,6.68,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,2013,9913.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,2013,300633.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,2013,6.21,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,2013,5414.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,2013,271902.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,2013,6.79,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,2013,6041.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,2013,99622.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,2013,11.44,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,2013,2989.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,2013,42434.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,2013,9.58,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,2013,1014.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,2013,445361.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,2013,5.7,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,2013,9844.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,2013,52531.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,2013,11.33,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,2013,722.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,2013,105038.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,2013,8.31,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NE,TPOPP,2013,1865.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NH,GDPRX,2013,68800.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NH,TETGR,2013,4.44,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NH,TPOPP,2013,1326.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NJ,GDPRX,2013,523334.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NJ,TETGR,2013,4.43,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NJ,TPOPP,2013,8858.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NM,GDPRX,2013,86506.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NM,TETGR,2013,7.75,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NM,TPOPP,2013,2093.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NV,GDPRX,2013,128273.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NV,TETGR,2013,5.14,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NV,TPOPP,2013,2777.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NY,GDPRX,2013,1319298.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NY,TETGR,2013,2.75,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NY,TPOPP,2013,19628.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OH,GDPRX,2013,550800.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OH,TETGR,2013,6.78,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OH,TPOPP,2013,11577.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OK,GDPRX,2013,177602.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OK,TETGR,2013,9.14,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OK,TPOPP,2013,3853.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,OR,GDPRX,2013,175805.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,OR,TETGR,2013,5.67,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,OR,TPOPP,2013,3923.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,PA,GDPRX,2013,651319.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,PA,TETGR,2013,5.88,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,PA,TPOPP,2013,12777.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,RI,GDPRX,2013,52085.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,RI,TETGR,2013,3.82,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,RI,TPOPP,2013,1055.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SC,GDPRX,2013,178940.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SC,TETGR,2013,8.95,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SC,TPOPP,2013,4764.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,SD,GDPRX,2013,43602.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,SD,TETGR,2013,8.95,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,SD,TPOPP,2013,842.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TN,GDPRX,2013,286801.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TN,TETGR,2013,7.45,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TN,TPOPP,2013,6493.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,TX,GDPRX,2013,1472104.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,TX,TETGR,2013,8.64,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,TX,TPOPP,2013,26489.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,US,GDPRX,2013,16495400.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,US,TETGR,2013,5.89,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,US,TPOPP,2013,316058.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,UT,GDPRX,2013,131902.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,UT,TETGR,2013,6.31,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,UT,TPOPP,2013,2898.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VA,GDPRX,2013,446560.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VA,TETGR,2013,5.41,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VA,TPOPP,2013,8253.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,VT,GDPRX,2013,28499.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,VT,TETGR,2013,4.82,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,VT,TPOPP,2013,626.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WA,GDPRX,2013,411141.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WA,TETGR,2013,4.98,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WA,TPOPP,2013,6963.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WI,GDPRX,2013,276190.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WI,TETGR,2013,6.62,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WI,TPOPP,2013,5737.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WV,GDPRX,2013,70159.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WV,TETGR,2013,10.71,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WV,TPOPP,2013,1854.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,WY,GDPRX,2013,38504.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,WY,TETGR,2013,14.03,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,WY,TPOPP,2013,582.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AK,GDPRX,2014,53209.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AK,TETGR,2014,11.37,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AK,TPOPP,2014,736.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AL,GDPRX,2014,186335.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AL,TETGR,2014,10.57,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AL,TPOPP,2014,4842.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AR,GDPRX,2014,112706.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AR,TETGR,2014,9.95,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AR,TPOPP,2014,2968.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,AZ,GDPRX,2014,273407.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,AZ,TETGR,2014,5.19,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,AZ,TPOPP,2014,6734.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CA,GDPRX,2014,2309928.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CA,TETGR,2014,3.28,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CA,TPOPP,2014,38625.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CO,GDPRX,2014,295010.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CO,TETGR,2014,5.03,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CO,TPOPP,2014,5351.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,CT,GDPRX,2014,237558.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,CT,TETGR,2014,3.17,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,CT,TPOPP,2014,3595.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DC,GDPRX,2014,114962.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DC,TETGR,2014,1.56,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DC,TPOPP,2014,663.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,DE,GDPRX,2014,63693.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,DE,TETGR,2014,4.31,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,DE,TPOPP,2014,933.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,FL,GDPRX,2014,804322.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,FL,TETGR,2014,5.09,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,FL,TPOPP,2014,19860.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,GA,GDPRX,2014,464061.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,GA,TETGR,2014,6.16,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,GA,TPOPP,2014,10069.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,HI,GDPRX,2014,74504.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,HI,TETGR,2014,3.75,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,HI,TPOPP,2014,1415.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IA,GDPRX,2014,164721.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IA,TETGR,2014,9.38,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IA,TPOPP,2014,3110.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ID,GDPRX,2014,61366.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ID,TETGR,2014,8.5,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ID,TPOPP,2014,1631.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IL,GDPRX,2014,734218.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IL,TETGR,2014,5.51,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IL,TPOPP,2014,12889.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,IN,GDPRX,2014,313057.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,IN,TETGR,2014,9.37,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,IN,TPOPP,2014,6594.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KS,GDPRX,2014,143154.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KS,TETGR,2014,7.93,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KS,TPOPP,2014,2901.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,KY,GDPRX,2014,179752.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,KY,TETGR,2014,9.86,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,KY,TPOPP,2014,4414.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,LA,GDPRX,2014,231841.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,LA,TETGR,2014,17.63,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,LA,TPOPP,2014,4644.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MA,GDPRX,2014,453479.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MA,TETGR,2014,3.16,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MA,TPOPP,2014,6764.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MD,GDPRX,2014,338707.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MD,TETGR,2014,4.13,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MD,TPOPP,2014,5958.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ME,GDPRX,2014,53418.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ME,TETGR,2014,7.81,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ME,TPOPP,2014,1331.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MI,GDPRX,2014,430501.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MI,TETGR,2014,6.7,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MI,TPOPP,2014,9931.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MN,GDPRX,2014,308197.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MN,TETGR,2014,6.24,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MN,TPOPP,2014,5452.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MO,GDPRX,2014,272774.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MO,TETGR,2014,6.99,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MO,TPOPP,2014,6056.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MS,GDPRX,2014,99430.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MS,TETGR,2014,11.66,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MS,TPOPP,2014,2991.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,MT,GDPRX,2014,43092.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,MT,TETGR,2014,9.41,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,MT,TPOPP,2014,1022.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NC,GDPRX,2014,453629.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NC,TETGR,2014,5.67,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,NC,TPOPP,2014,9934.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,ND,GDPRX,2014,56304.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,ND,TETGR,2014,11.45,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
2017F,ND,TPOPP,2014,737.0,Resident population including Armed Forces,Thousand,TP,,OP,
2017F,NE,GDPRX,2014,107132.0,Real gross domestic product,Million chained (2012) dollars,GD,,PR,
2017F,NE,TETGR,2014,8.12,Total energy consumed per dollar of real gross domestic product,Thousand Btu per chained (2012) dollar,TE,total energy,TG,
